,id,location,Zip,Type,Subtype,Price,Transaction Type,Bedrooms,Living area,Kitchen type,Furnished,How many fireplaces?,Terrace,Terrace surface,Garden,Garden surface,Surface of the plot,Number of frontages,Swimming pool,Building condition
19639,10461719,ganshoren,1083,apartment,apartment,239000,for sale,3.0,79  m² square meters,USA hyper equipped,No,nan,Yes,nan,nan,nan,nan,2.0,nan,As new
19640,9665083,boom,2850,apartment,apartment,241500,for sale,2.0,80  m² square meters,nan,No,nan,nan,12  m²  square meters,nan,51  m²  square meters,nan,3.0,No,As new
19641,10551025,gent,9032,apartment,apartment,245000,for sale,2.0,75  m² square meters,Installed,nan,nan,nan,5  m²  square meters,nan,nan,nan,nan,No,nan
19642,10359128,vilvoorde,1800,apartment,apartment,247472,for sale,1.0,73  m² square meters,USA installed,nan,nan,nan,10  m²  square meters,nan,nan,nan,4.0,nan,nan
19643,10394873,strombeek-bever,1853,apartment,apartment,249000,for sale,2.0,74  m² square meters,nan,No,nan,nan,5  m²  square meters,nan,nan,nan,2.0,No,nan
19644,10519938,alleur,4432,apartment,apartment,249000,for sale,2.0,101  m² square meters,nan,nan,nan,nan,26  m²  square meters,nan,nan,nan,3.0,nan,As new
19645,10505201,mons,7000,apartment,duplex,249000,for sale,3.0,150  m² square meters,Installed,No,nan,nan,5  m²  square meters,nan,nan,nan,3.0,No,nan
19646,9510565,bornem,2880,apartment,apartment,249500,for sale,1.0,70  m² square meters,nan,nan,nan,Yes,nan,nan,nan,nan,nan,No,nan
19647,10516320,villers-la-ville%20%28%20tilly%29,1495,apartment,apartment,252000,for sale,2.0,88  m² square meters,USA installed,No,nan,nan,nan,nan,nan,nan,2.0,No,Good
19648,9532809,houthulst,8650,apartment,apartment,254000,for sale,2.0,104  m² square meters,Installed,No,nan,nan,nan,nan,13  m²  square meters,nan,2.0,nan,Good
19649,10544371,bruxelles,1020,apartment,apartment,259000,for sale,2.0,nan,Hyper equipped,nan,nan,nan,7  m²  square meters,nan,50  m²  square meters,nan,2.0,No,Good
19650,10536378,deerlijk,8540,apartment,apartment,259000,for sale,2.0,100  m² square meters,Hyper equipped,No,nan,nan,5  m²  square meters,nan,14  m²  square meters,nan,nan,No,nan
19651,10247991,izegem,8870,apartment,apartment,259000,for sale,2.0,92  m² square meters,nan,nan,nan,nan,17  m²  square meters,nan,nan,nan,nan,No,As new
19652,9756378,halle,1500,apartment,apartment,259900,for sale,2.0,96  m² square meters,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
19653,10479221,deerlijk,8540,apartment,apartment,260000,for sale,2.0,81  m² square meters,nan,No,nan,Yes,nan,nan,nan,nan,nan,No,nan
19654,10496313,huy,4500,apartment,penthouse,265000,for sale,2.0,106  m² square meters,Not installed,nan,nan,nan,8  m²  square meters,nan,nan,nan,3.0,nan,nan
19655,10496310,huy,4500,apartment,apartment,265000,for sale,2.0,106  m² square meters,Not installed,nan,nan,nan,8  m²  square meters,nan,nan,nan,3.0,nan,nan
19656,10340293,handzame,8610,apartment,apartment,271600,for sale,2.0,97  m² square meters,Installed,No,nan,nan,25  m²  square meters,nan,nan,nan,2.0,No,Good
19657,10496309,huy,4500,apartment,apartment,274500,for sale,3.0,108  m² square meters,Not installed,nan,nan,nan,9  m²  square meters,nan,nan,nan,3.0,nan,nan
19658,10408223,knokke-heist,8301,apartment,apartment,275000,for sale,3.0,115  m² square meters,Installed,No,nan,nan,nan,nan,nan,nan,2.0,nan,nan
19659,10405078,torhout,8820,apartment,apartment,282000,for sale,2.0,76  m² square meters,nan,nan,nan,Yes,nan,nan,nan,nan,2.0,nan,As new
19660,10361935,tielt,8700,apartment,apartment,288000,for sale,2.0,82  m² square meters,nan,nan,nan,nan,nan,Yes,nan,nan,nan,No,nan
19661,10496307,huy,4500,apartment,apartment,292500,for sale,2.0,90  m² square meters,Not installed,nan,nan,nan,8  m²  square meters,nan,nan,nan,3.0,nan,nan
19662,10310385,uccle,1180,apartment,apartment,295000,for sale,1.0,70  m² square meters,Installed,No,nan,nan,nan,nan,nan,nan,2.0,nan,nan
19663,10415329,braine-l%27alleud,1420,apartment,apartment,299000,for sale,2.0,92  m² square meters,nan,No,nan,nan,10  m²  square meters,nan,nan,nan,4.0,nan,To be done up
19664,10247993,izegem,8870,apartment,apartment,299000,for sale,3.0,122  m² square meters,nan,nan,nan,nan,13  m²  square meters,nan,nan,nan,nan,No,As new
19665,10522333,montigny-le-tilleul,6110,apartment,apartment,299900,for sale,2.0,80  m² square meters,Hyper equipped,No,nan,nan,7  m²  square meters,nan,nan,nan,2.0,nan,As new
19666,10484667,forest,1190,apartment,apartment,300000,for sale,3.0,110  m² square meters,Installed,No,nan,nan,4  m²  square meters,nan,nan,nan,3.0,nan,nan
19667,9974065,roeselare,8800,apartment,apartment,315000,for sale,2.0,135  m² square meters,Installed,nan,nan,nan,26  m²  square meters,Yes,nan,nan,nan,No,nan
19668,10472187,landegem,9850,apartment,apartment,315000,for sale,2.0,101  m² square meters,nan,nan,nan,Yes,nan,nan,nan,nan,nan,No,nan
19669,10495481,knokke-heist,8300,apartment,apartment,320000,for sale,1.0,nan,nan,Yes,nan,nan,nan,nan,nan,nan,nan,No,Just renovated
19670,10297330,gooik,1755,apartment,apartment,329900,for sale,2.0,90  m² square meters,Installed,nan,nan,nan,12  m²  square meters,nan,59  m²  square meters,nan,3.0,nan,nan
19671,10479222,deerlijk,8540,apartment,apartment,340000,for sale,2.0,106  m² square meters,nan,No,nan,Yes,nan,nan,nan,nan,nan,No,nan
19672,10479220,deerlijk,8540,apartment,apartment,340000,for sale,2.0,112  m² square meters,nan,No,nan,Yes,nan,nan,nan,nan,nan,No,nan
19673,9714206,koksijde,8670,apartment,apartment,345000,for sale,2.0,65  m² square meters,Installed,No,nan,Yes,nan,nan,35  m²  square meters,nan,2.0,nan,nan
19674,10189432,overijse,3090,apartment,apartment,349000,for sale,3.0,198  m² square meters,nan,No,nan,nan,nan,nan,nan,nan,2.0,No,To be done up
19675,9928608,keerbergen,3140,apartment,triplex,349000,for sale,3.0,150  m² square meters,Installed,No,nan,nan,nan,Yes,nan,nan,3.0,No,Good
19676,10315117,bruxelles,1000,apartment,apartment,350000,for sale,2.0,90  m² square meters,Installed,No,nan,nan,nan,nan,nan,nan,2.0,No,As new
19677,9993019,terhagen,2840,apartment,apartment,370000,for sale,3.0,122  m² square meters,nan,No,nan,nan,10  m²  square meters,Yes,nan,nan,nan,No,nan
19678,9993017,terhagen,2840,apartment,apartment,370000,for sale,3.0,122  m² square meters,nan,No,nan,nan,10  m²  square meters,Yes,nan,nan,nan,No,nan
19679,10177681,zottegem,9620,apartment,apartment,375000,for sale,3.0,115  m² square meters,Installed,nan,nan,nan,11  m²  square meters,nan,nan,nan,nan,No,nan
19680,10057364,ingelmunster,8770,apartment,apartment,390000,for sale,2.0,132  m² square meters,Installed,nan,nan,nan,32  m²  square meters,Yes,nan,nan,nan,nan,nan
19681,9955311,ingelmunster,8770,apartment,apartment,390000,for sale,2.0,136  m² square meters,Installed,nan,nan,nan,31  m²  square meters,Yes,nan,nan,nan,nan,nan
19682,10540556,waregem,8790,apartment,duplex,390000,for sale,2.0,nan,nan,nan,nan,nan,1  m²  square meter,nan,nan,nan,nan,No,Good
19683,10537639,de%20haan,8420,apartment,apartment,399000,for sale,3.0,110  m² square meters,Installed,No,nan,nan,5  m²  square meters,nan,nan,nan,2.0,No,nan
19684,10342774,zingem,9750,apartment,penthouse,399500,for sale,3.0,150  m² square meters,USA installed,No,nan,Yes,nan,Yes,nan,nan,nan,No,nan
19685,10479217,deerlijk,8540,apartment,apartment,415000,for sale,2.0,116  m² square meters,nan,No,nan,Yes,nan,nan,nan,nan,nan,No,nan
19686,10479216,deerlijk,8540,apartment,apartment,419000,for sale,2.0,119  m² square meters,nan,No,nan,Yes,nan,nan,nan,nan,nan,No,nan
19687,10028803,knokke-heist,8300,apartment,apartment,425000,for sale,2.0,70  m² square meters,nan,nan,nan,Yes,nan,nan,nan,nan,nan,No,As new
19688,10518734,nieuwpoort,8620,apartment,duplex,425000,for sale,2.0,87  m² square meters,Installed,No,nan,Yes,nan,nan,nan,nan,nan,No,nan
19689,10295226,sint-niklaas,9100,apartment,apartment,425000,for sale,2.0,nan,Installed,No,nan,nan,nan,nan,nan,nan,2.0,nan,nan
19690,10308759,kortrijk,8500,apartment,penthouse,444000,for sale,2.0,nan,nan,No,nan,nan,80  m²  square meters,Yes,nan,nan,nan,No,nan
19691,10511856,uccle,1180,apartment,apartment,450000,for sale,2.0,nan,nan,nan,1.0,nan,9  m²  square meters,nan,nan,nan,nan,No,nan
19692,10479215,deerlijk,8540,apartment,apartment,450000,for sale,2.0,113  m² square meters,nan,No,nan,Yes,nan,nan,nan,nan,nan,No,nan
19693,10479218,deerlijk,8540,apartment,apartment,455000,for sale,3.0,135  m² square meters,nan,No,nan,Yes,nan,nan,nan,nan,nan,No,nan
19694,10299723,knokke,8300,apartment,apartment,480000,for sale,1.0,65  m² square meters,Hyper equipped,nan,nan,Yes,nan,nan,nan,nan,2.0,No,nan
19695,10545539,schaerbeek,1030,apartment,apartment,495000,for sale,3.0,nan,nan,No,nan,nan,3  m²  square meters,nan,nan,nan,5.0,No,nan
19696,10470556,knokke-heist,8300,apartment,apartment,499000,for sale,2.0,90  m² square meters,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,Good
19697,10211818,antwerp,2000,apartment,duplex,650000,for sale,3.0,192  m² square meters,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
19698,10551236,knokke-heist,8300,apartment,apartment,675000,for sale,2.0,55  m² square meters,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,Good
19699,10217789,gent,9000,apartment,apartment,676710,for sale,2.0,93  m² square meters,Installed,nan,nan,nan,10  m²  square meters,nan,nan,nan,nan,No,nan
19700,10495297,het%20zoute,8300,apartment,apartment,799000,for sale,2.0,75  m² square meters,Installed,No,nan,nan,nan,nan,nan,nan,2.0,No,nan
19701,10471656,knokke-heist,8300,apartment,duplex,985000,for sale,3.0,110  m² square meters,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,Good
19702,10513263,knokke-heist,8300,apartment,apartment,1095000,for sale,2.0,63  m² square meters,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,Good
19703,10337357,koksijde,8670,apartment,apartment,1095000,for sale,3.0,124  m² square meters,Installed,No,nan,nan,30  m²  square meters,nan,nan,nan,2.0,No,As new
19704,10549988,knokke-heist,8300,apartment,apartment,1120000,for sale,3.0,116  m² square meters,nan,nan,nan,Yes,nan,Yes,nan,nan,nan,No,As new
19705,10526396,waasmunster,9250,apartment,apartment,1223000,for sale,3.0,249  m² square meters,nan,No,nan,nan,169  m²  square meters,nan,10000  m²  square meters,nan,3.0,nan,As new
19706,10547599,antwerp,2000,apartment,apartment,1990000,for sale,3.0,265  m² square meters,USA hyper equipped,No,nan,nan,17  m²  square meters,nan,nan,nan,2.0,No,Good
19707,10365860,het%20zoute,8300,apartment,apartment,2250000,for sale,2.0,85  m² square meters,nan,No,nan,nan,14  m²  square meters,nan,nan,nan,2.0,nan,As new
19708,10051135,bruxelles,1050,apartment,penthouse,2500000,for sale,4.0,520  m² square meters,Hyper equipped,nan,1.0,nan,14  m²  square meters,nan,nan,nan,4.0,No,As new
19709,10544468,knokke,8300,apartment,apartment,2685000,for sale,3.0,95  m² square meters,nan,No,nan,nan,nan,Yes,nan,nan,nan,No,Just renovated
19710,10457514,knokke,8300,apartment,apartment,3495000,for sale,2.0,197  m² square meters,nan,nan,nan,nan,nan,nan,nan,nan,nan,No,nan
19711,10228933,knokke-heist,8300,apartment,apartment,4600000,for sale,3.0,163  m² square meters,Hyper equipped,nan,nan,Yes,nan,nan,nan,nan,2.0,No,As new
19712,10567621,jette,1090,apartment,apartment,249000,for sale,2.0,82  m² square meters,nan,No,nan,nan,3  m²  square meters,nan,nan,nan,2.0,nan,Good
19713,10554077,oostende,8400,apartment,apartment,137000,for sale,1.0,nan,nan,No,nan,nan,nan,nan,nan,nan,2.0,nan,Good
19714,10553740,bruxelles,1120,apartment,apartment,235000,for sale,2.0,75  m² square meters,Semi equipped,No,nan,nan,3  m²  square meters,nan,nan,nan,2.0,nan,Good
19715,10553739,bruxelles,1120,apartment,apartment,239000,for sale,2.0,75  m² square meters,Semi equipped,No,nan,nan,3  m²  square meters,nan,nan,nan,2.0,nan,Good
19716,10552626,antwerp,2140,apartment,apartment,315000,for sale,3.0,132  m² square meters,Installed,nan,nan,Yes,nan,nan,nan,nan,2.0,No,To be done up
19717,10576299,antwerp,2000,apartment,apartment,1395000,for sale,3.0,164  m² square meters,nan,No,nan,nan,85  m²  square meters,nan,nan,nan,2.0,No,As new
19718,10572297,nieuwpoort,8620,apartment,flat studio,185000,for sale,nan,38  m² square meters,Installed,Yes,nan,Yes,nan,Yes,nan,nan,nan,No,nan
19719,10572290,nieuwpoort,8620,apartment,flat studio,185000,for sale,nan,38  m² square meters,Installed,Yes,nan,Yes,nan,Yes,nan,nan,nan,No,nan
19720,10572834,brugge,8000,apartment,apartment,335000,for sale,2.0,85  m² square meters,Hyper equipped,nan,nan,nan,nan,nan,nan,nan,3.0,nan,As new
19721,10449734,gistel,8470,apartment,apartment,275000,for sale,2.0,82  m² square meters,Installed,No,nan,nan,7  m²  square meters,nan,nan,nan,2.0,No,nan
19723,10576886,westende,8434,apartment,apartment,245000,for sale,2.0,61  m² square meters,nan,Yes,nan,nan,18  m²  square meters,nan,nan,nan,nan,nan,As new
19724,10149406,trazegnies,6183,apartment,apartment,159000,for sale,1.0,61  m² square meters,Hyper equipped,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
19725,10430021,ravels,2380,apartment,apartment,163800,for sale,3.0,nan,Installed,nan,nan,nan,10  m²  square meters,nan,220  m²  square meters,nan,4.0,No,As new
19726,10317571,menen,8930,apartment,apartment,204750,for sale,2.0,83  m² square meters,Installed,No,nan,nan,9  m²  square meters,nan,12  m²  square meters,nan,2.0,No,Good
19727,10410614,gent,9000,apartment,apartment,210000,for sale,1.0,60  m² square meters,Installed,No,nan,nan,10  m²  square meters,Yes,nan,nan,nan,No,nan
19728,10410613,sint-denijs-westrem,9051,apartment,apartment,210000,for sale,1.0,60  m² square meters,Installed,No,nan,nan,10  m²  square meters,Yes,nan,nan,nan,No,nan
19729,10563990,dendermonde%20baasrode,9200,apartment,apartment,212800,for sale,1.0,76  m² square meters,Hyper equipped,nan,nan,nan,12  m²  square meters,nan,nan,nan,nan,nan,As new
19730,10565097,frameries,7080,apartment,apartment,225000,for sale,3.0,102  m² square meters,nan,nan,nan,Yes,nan,nan,nan,nan,2.0,nan,nan
19731,10295339,li%C3%A8ge,4000,apartment,apartment,230000,for sale,1.0,72  m² square meters,Installed,No,nan,nan,9  m²  square meters,nan,nan,nan,3.0,nan,As new
19732,10565095,frameries,7080,apartment,apartment,230000,for sale,2.0,118  m² square meters,nan,nan,nan,Yes,nan,nan,nan,nan,2.0,nan,nan
19733,10510306,belsele,9111,apartment,apartment,235000,for sale,3.0,105  m² square meters,nan,nan,nan,Yes,nan,nan,nan,nan,nan,No,As new
19734,10340838,proven,8972,apartment,apartment,238500,for sale,2.0,119  m² square meters,nan,nan,nan,nan,18  m²  square meters,nan,nan,nan,2.0,nan,As new
19735,10564404,forest,1190,apartment,apartment,240000,for sale,1.0,70  m² square meters,Installed,No,nan,nan,nan,nan,nan,nan,2.0,No,nan
19736,10526680,courcelles,6180,apartment,apartment,240000,for sale,3.0,115  m² square meters,Hyper equipped,No,nan,nan,20  m²  square meters,nan,nan,nan,3.0,No,As new
19737,10149396,trazegnies,6183,apartment,apartment,249000,for sale,2.0,87  m² square meters,Hyper equipped,nan,nan,nan,12  m²  square meters,nan,60  m²  square meters,nan,nan,nan,nan
19738,10500691,antwerp,2000,apartment,apartment,275000,for sale,1.0,58  m² square meters,USA hyper equipped,No,nan,nan,5  m²  square meters,nan,nan,nan,nan,nan,As new
19739,10185919,hermee,4680,apartment,apartment,281500,for sale,2.0,97  m² square meters,nan,nan,nan,nan,37  m²  square meters,nan,nan,nan,4.0,nan,nan
19740,10501003,bree,3960,apartment,duplex,284000,for sale,2.0,131  m² square meters,nan,nan,nan,nan,28  m²  square meters,nan,nan,nan,3.0,nan,As new
19741,10475768,herk-de-stad,3540,apartment,apartment,289000,for sale,2.0,99  m² square meters,Hyper equipped,No,nan,nan,21  m²  square meters,nan,nan,nan,2.0,No,Good
19742,10540919,niel,2845,apartment,apartment,289100,for sale,2.0,99  m² square meters,nan,No,nan,nan,9  m²  square meters,nan,nan,nan,nan,nan,nan
19743,10540926,nijlen,2560,apartment,apartment,314800,for sale,2.0,93  m² square meters,nan,No,nan,nan,10  m²  square meters,nan,nan,nan,nan,nan,nan
19744,10563988,dendermonde%20baasrode,9200,apartment,apartment,317500,for sale,3.0,127  m² square meters,Hyper equipped,nan,nan,nan,16  m²  square meters,nan,nan,nan,nan,nan,As new
19745,10417376,moerbeke-waas,9180,apartment,apartment,317900,for sale,2.0,85  m² square meters,nan,No,nan,nan,18  m²  square meters,nan,nan,nan,nan,nan,nan
19746,9387024,dendermonde,9200,apartment,ground floor,320000,for sale,2.0,104  m² square meters,nan,nan,nan,nan,15  m²  square meters,nan,35  m²  square meters,nan,2.0,nan,As new
19747,10508546,beveren-waas,9120,apartment,apartment,325000,for sale,2.0,90  m² square meters,Hyper equipped,nan,nan,nan,12  m²  square meters,nan,141  m²  square meters,nan,nan,nan,As new
19748,10564282,aalter,9880,apartment,apartment,385000,for sale,2.0,nan,Installed,nan,nan,nan,45  m²  square meters,nan,nan,nan,2.0,No,As new
19749,10359142,strombeek-bever,1853,apartment,apartment,395000,for sale,3.0,130  m² square meters,USA installed,nan,nan,nan,46  m²  square meters,nan,331  m²  square meters,nan,2.0,nan,nan
19750,9021646,boncelles,4100,apartment,apartment,416000,for sale,3.0,121  m² square meters,nan,nan,nan,nan,20  m²  square meters,nan,nan,nan,2.0,nan,As new
19751,10564039,antwerp,2018,apartment,apartment,425000,for sale,1.0,100  m² square meters,nan,nan,nan,nan,nan,nan,100  m²  square meters,nan,2.0,nan,As new
19752,10481375,duffel,2570,apartment,apartment,431177,for sale,4.0,132  m² square meters,nan,No,nan,nan,15  m²  square meters,nan,nan,nan,nan,No,nan
19753,9608685,kortrijk,8500,apartment,apartment,465000,for sale,2.0,110  m² square meters,Hyper equipped,No,nan,nan,9  m²  square meters,Yes,nan,nan,nan,No,nan
19754,10481377,duffel,2570,apartment,apartment,466816,for sale,4.0,141  m² square meters,nan,No,nan,nan,12  m²  square meters,nan,nan,nan,nan,No,nan
19755,9608681,kortrijk,8500,apartment,apartment,500000,for sale,2.0,106  m² square meters,Hyper equipped,No,nan,nan,9  m²  square meters,Yes,nan,nan,nan,No,nan
19756,10388219,hamme,9220,apartment,apartment,514000,for sale,2.0,nan,nan,nan,nan,nan,51  m²  square meters,nan,nan,nan,2.0,nan,As new
19757,10548534,aarschot,3200,apartment,penthouse,521500,for sale,3.0,135  m² square meters,Installed,No,nan,nan,11  m²  square meters,nan,nan,nan,nan,nan,As new
19758,9608688,kortrijk,8500,apartment,apartment,535000,for sale,2.0,105  m² square meters,Hyper equipped,No,nan,nan,16  m²  square meters,Yes,nan,nan,nan,No,nan
19759,9608682,kortrijk,8500,apartment,apartment,535000,for sale,2.0,101  m² square meters,Hyper equipped,No,nan,nan,19  m²  square meters,Yes,nan,nan,nan,No,nan
19760,9608683,kortrijk,8500,apartment,apartment,567000,for sale,2.0,105  m² square meters,Hyper equipped,No,nan,nan,38  m²  square meters,Yes,nan,nan,nan,No,nan
19761,10294431,knokke-zoute,8300,apartment,apartment,1190000,for sale,2.0,86  m² square meters,Hyper equipped,Yes,nan,Yes,nan,nan,nan,nan,2.0,No,As new
19762,10567055,westende,8434,apartment,flat studio,154000,for sale,1.0,35  m² square meters,nan,Yes,nan,nan,nan,nan,nan,nan,nan,No,As new
19763,10567236,braine-l%27alleud,1420,apartment,apartment,356725,for sale,2.0,106  m² square meters,nan,No,nan,nan,14  m²  square meters,nan,nan,nan,3.0,No,nan
19764,10556639,oostende,8400,apartment,apartment,150000,for sale,1.0,53  m² square meters,nan,nan,nan,Yes,nan,nan,nan,nan,nan,nan,Good
19765,10555479,chapelle-lez-herlaimont,7160,apartment,apartment,188000,for sale,1.0,85  m² square meters,Installed,No,nan,nan,nan,nan,nan,nan,nan,nan,As new
19766,10555476,chapelle-lez-herlaimont,7160,apartment,apartment,192000,for sale,2.0,93  m² square meters,Installed,No,nan,nan,nan,nan,nan,nan,nan,nan,As new
19767,10555468,chapelle-lez-herlaimont,7160,apartment,apartment,215000,for sale,2.0,89  m² square meters,Installed,No,nan,nan,nan,nan,nan,nan,nan,nan,As new
19768,10576530,jette,1090,apartment,apartment,279000,for sale,2.0,90  m² square meters,Hyper equipped,nan,1.0,nan,22  m²  square meters,nan,nan,nan,2.0,No,As new
19769,10561586,anderlecht,1070,apartment,apartment,190000,for sale,1.0,65  m² square meters,Installed,nan,nan,nan,nan,nan,nan,nan,2.0,No,Good
19770,10565658,westende,8434,apartment,flat studio,154000,for sale,1.0,35  m² square meters,nan,Yes,nan,nan,nan,nan,nan,nan,nan,No,As new
19771,10522103,verviers,4800,apartment,apartment,50000,for sale,1.0,27  m² square meters,Semi equipped,No,nan,nan,nan,nan,nan,nan,2.0,nan,Good
19772,10522102,verviers,4800,apartment,apartment,50000,for sale,1.0,27  m² square meters,Semi equipped,No,nan,nan,nan,nan,nan,nan,2.0,nan,Good
19773,10522101,verviers,4800,apartment,apartment,50000,for sale,1.0,27  m² square meters,Semi equipped,No,nan,nan,nan,nan,nan,nan,2.0,nan,Good
19774,10522100,verviers,4800,apartment,apartment,50000,for sale,1.0,27  m² square meters,Semi equipped,No,nan,nan,nan,nan,nan,nan,2.0,nan,Good
19775,10522099,verviers,4800,apartment,apartment,50000,for sale,1.0,27  m² square meters,Semi equipped,No,nan,nan,nan,nan,nan,nan,2.0,nan,Good
